wavelength,reflectance,diffuse_transmittance
1114,0.44828,0.51843
1115,0.44819,0.51848
1116,0.44809,0.51846
1117,0.44798,0.51847
1118,0.44787,0.51847
1119,0.44774,0.51848
1120,0.4476,0.51846
1121,0.44746,0.51843
1122,0.44729,0.51839
1123,0.44709,0.51837
1124,0.44689,0.51837
1125,0.44665,0.51834
1126,0.4464,0.51822
1127,0.44612,0.51805
1128,0.44582,0.51787
1129,0.4455,0.51775
1130,0.44513,0.51762
1131,0.44474,0.51742
1132,0.4443,0.51714
1133,0.44382,0.51677
1134,0.4433,0.51643
1135,0.44276,0.51614
1136,0.44218,0.51586
1137,0.44158,0.51552
1138,0.44095,0.51515
1139,0.44028,0.51463
1140,0.43961,0.51398
1141,0.43891,0.51336
1142,0.43821,0.51289
1143,0.43748,0.51248
1144,0.43678,0.51196
1145,0.43605,0.5113
1146,0.43537,0.51063
1147,0.4347,0.51014
1148,0.43405,0.50982
1149,0.43343,0.50955
1150,0.43285,0.50919
1151,0.4323,0.50878
1152,0.43179,0.50838
1153,0.43132,0.50795
1154,0.4309,0.50765
1155,0.43053,0.50745
1156,0.43019,0.50736
1157,0.42989,0.50723
1158,0.42964,0.50713
1159,0.42941,0.50699
1160,0.42922,0.50688
1161,0.42904,0.50672
1162,0.42889,0.50663
1163,0.42876,0.50658
1164,0.42865,0.50655
1165,0.42856,0.50662
1166,0.42849,0.50666
1167,0.42843,0.50666
1168,0.42838,0.50667
1169,0.42834,0.50665
1170,0.4283,0.50668
1171,0.42826,0.50668
1172,0.42823,0.50662
1173,0.42821,0.50657
1174,0.42818,0.50658
1175,0.42816,0.50665
1176,0.42813,0.5067
1177,0.4281,0.50668
1178,0.42807,0.50664
1179,0.42803,0.5066
1180,0.42799,0.50659
1181,0.42795,0.50665
1182,0.42791,0.50673
1183,0.42786,0.50672
1184,0.42782,0.5067
1185,0.42778,0.5066
1186,0.42774,0.50649
1187,0.42771,0.50634
1188,0.42768,0.50627
1189,0.42766,0.50622
1190,0.42764,0.50628
1191,0.42764,0.50636
1192,0.42764,0.5065
1193,0.42765,0.50662
1194,0.42767,0.50672
1195,0.42769,0.50676
1196,0.42772,0.50674
1197,0.42775,0.50668
1198,0.4278,0.50668
1199,0.42785,0.50678
1200,0.42791,0.50692
1201,0.42797,0.50705
1202,0.42803,0.50715
1203,0.4281,0.50714
1204,0.42818,0.50719
1205,0.42826,0.50725
1206,0.42834,0.50737
1207,0.42843,0.50744
1208,0.42852,0.5075
1209,0.42862,0.50754
1210,0.42873,0.50762
1211,0.42883,0.50768
1212,0.42894,0.50778
1213,0.42905,0.50787
1214,0.42917,0.5079
1215,0.42929,0.50796
1216,0.42942,0.50804
1217,0.42954,0.5082
1218,0.42967,0.50836
1219,0.42981,0.50849
1220,0.42994,0.50859
1221,0.43009,0.5087
1222,0.43023,0.50878
1223,0.43035,0.50884
1224,0.43048,0.50893
1225,0.4306,0.50902
1226,0.43073,0.5091
1227,0.43085,0.50909
1228,0.43098,0.50908
