wavelength,reflectance,diffuse_transmittance
1145,0.43288,0.5222
1146,0.43229,0.52165
1147,0.43172,0.52125
1148,0.43117,0.52099
1149,0.43064,0.52077
1150,0.43014,0.52047
1151,0.42966,0.52012
1152,0.42921,0.51979
1153,0.4288,0.51943
1154,0.42845,0.51918
1155,0.42814,0.51903
1156,0.42786,0.51896
1157,0.42761,0.51885
1158,0.42738,0.51877
1159,0.42718,0.51864
1160,0.42701,0.51856
1161,0.42686,0.51842
1162,0.42674,0.51835
1163,0.42663,0.5183
1164,0.42653,0.51828
1165,0.42645,0.51835
1166,0.42638,0.5184
1167,0.42634,0.5184
1168,0.42631,0.51842
1169,0.42629,0.5184
1170,0.42627,0.51843
1171,0.42624,0.51844
1172,0.42621,0.5184
1173,0.42617,0.51837
1174,0.42613,0.51839
1175,0.4261,0.51846
1176,0.42607,0.51849
1177,0.42605,0.51848
1178,0.42601,0.51844
1179,0.42598,0.51841
1180,0.42595,0.51841
1181,0.42591,0.51847
1182,0.42587,0.51856
1183,0.42584,0.51855
1184,0.42581,0.51854
1185,0.42578,0.51845
1186,0.42575,0.51834
1187,0.42572,0.51819
1188,0.42569,0.51813
1189,0.42566,0.51809
1190,0.42564,0.51815
1191,0.42563,0.51824
1192,0.42563,0.51838
1193,0.42564,0.51851
1194,0.42566,0.51861
1195,0.42569,0.51866
1196,0.42572,0.51863
1197,0.42575,0.51858
1198,0.42578,0.51858
1199,0.42581,0.51867
1200,0.42586,0.5188
1201,0.4259,0.51891
1202,0.42597,0.51902
1203,0.42603,0.51901
1204,0.4261,0.51907
1205,0.42617,0.51913
1206,0.42625,0.51924
1207,0.42633,0.51929
1208,0.42641,0.51935
1209,0.42649,0.51939
1210,0.42658,0.51947
1211,0.42666,0.51952
1212,0.42675,0.51961
1213,0.42684,0.5197
1214,0.42694,0.51972
1215,0.42705,0.51979
1216,0.42716,0.51986
1217,0.42726,0.52001
1218,0.42736,0.52015
1219,0.42748,0.52027
1220,0.42759,0.52036
1221,0.42771,0.52047
1222,0.42783,0.52055
1223,0.42793,0.52061
1224,0.42804,0.52069
1225,0.42816,0.52077
1226,0.42827,0.52085
1227,0.42837,0.52084
1228,0.42848,0.52083
1229,0.42858,0.52089
1230,0.42868,0.52101
1231,0.42877,0.52109
1232,0.42885,0.52116
1233,0.42894,0.52123
1234,0.42901,0.5213
1235,0.4291,0.52138
1236,0.42919,0.5215
1237,0.42927,0.5216
1238,0.42935,0.52171
1239,0.42943,0.52177
1240,0.42949,0.52181
1241,0.42957,0.52195
1242,0.42965,0.52206
1243,0.42972,0.52211
1244,0.42979,0.52212
1245,0.42985,0.5222
1246,0.42989,0.52225
1247,0.42993,0.52236
1248,0.42997,0.52245
1249,0.43001,0.52247
1250,0.43005,0.52253
1251,0.4301,0.52256
